timestamp,close
2021-03-12 20:00:00,268.2000
2021-03-12 19:50:00,268.4500
2021-03-12 19:45:00,268.3000
2021-03-12 19:35:00,268.4700
2021-03-12 19:30:00,268.4500
2021-03-12 19:25:00,268.4500
2021-03-12 19:20:00,268.4000
2021-03-12 19:15:00,268.4000
2021-03-12 19:05:00,268.4000
2021-03-12 19:00:00,268.4200
2021-03-12 18:50:00,268.2000
2021-03-12 18:35:00,268.4000
2021-03-12 18:20:00,268.3200
2021-03-12 18:15:00,268.4000
2021-03-12 18:05:00,268.4300
2021-03-12 18:00:00,268.4900
2021-03-12 17:55:00,268.4500
2021-03-12 17:45:00,268.4600
2021-03-12 17:30:00,268.4000
2021-03-12 17:25:00,268.4000
2021-03-12 17:15:00,268.3000
2021-03-12 17:05:00,268.4000
2021-03-12 17:00:00,268.4000
2021-03-12 16:55:00,268.4000
2021-03-12 16:45:00,268.1500
2021-03-12 16:40:00,268.4500
2021-03-12 16:35:00,268.1000
2021-03-12 16:30:00,268.1000
2021-03-12 16:25:00,268.4000
2021-03-12 16:20:00,268.4500
2021-03-12 16:15:00,268.5000
2021-03-12 16:10:00,268.4000
2021-03-12 16:05:00,268.4001
2021-03-12 16:00:00,268.4400
2021-03-12 15:55:00,268.0600
2021-03-12 15:50:00,269.0100
2021-03-12 15:45:00,268.6500
2021-03-12 15:40:00,269.3000
2021-03-12 15:35:00,269.0300
2021-03-12 15:30:00,268.2000
2021-03-12 15:25:00,267.8300
2021-03-12 15:20:00,267.9100
2021-03-12 15:15:00,267.4900
2021-03-12 15:10:00,267.1703
2021-03-12 15:05:00,266.9400
2021-03-12 15:00:00,267.3890
2021-03-12 14:55:00,267.4100
2021-03-12 14:50:00,267.3900
2021-03-12 14:45:00,267.1242
2021-03-12 14:40:00,266.4100
2021-03-12 14:35:00,266.4350
2021-03-12 14:30:00,266.6900
2021-03-12 14:25:00,266.4800
2021-03-12 14:20:00,266.6000
2021-03-12 14:15:00,266.5550
2021-03-12 14:10:00,266.4300
2021-03-12 14:05:00,265.7700
2021-03-12 14:00:00,265.9000
2021-03-12 13:55:00,265.7750
2021-03-12 13:50:00,265.9500
2021-03-12 13:45:00,266.1400
2021-03-12 13:40:00,266.3499
2021-03-12 13:35:00,266.4300
2021-03-12 13:30:00,266.5800
2021-03-12 13:25:00,266.3401
2021-03-12 13:20:00,266.0000
2021-03-12 13:15:00,265.9200
2021-03-12 13:10:00,265.9150
2021-03-12 13:05:00,265.9400
2021-03-12 13:00:00,266.2500
2021-03-12 12:55:00,266.2873
2021-03-12 12:50:00,266.4700
2021-03-12 12:45:00,266.7150
2021-03-12 12:40:00,267.1500
2021-03-12 12:35:00,267.5750
2021-03-12 12:30:00,266.9900
2021-03-12 12:25:00,267.1000
2021-03-12 12:20:00,267.1300
2021-03-12 12:15:00,266.6800
2021-03-12 12:10:00,266.4500
2021-03-12 12:05:00,266.2900
2021-03-12 12:00:00,266.1600
2021-03-12 11:55:00,265.8650
2021-03-12 11:50:00,265.7500
2021-03-12 11:45:00,265.8200
2021-03-12 11:40:00,265.5190
2021-03-12 11:35:00,265.4600
2021-03-12 11:30:00,265.5250
2021-03-12 11:25:00,265.8150
2021-03-12 11:20:00,265.1300
2021-03-12 11:15:00,264.7300
2021-03-12 11:10:00,264.7700
2021-03-12 11:05:00,264.5000
2021-03-12 11:00:00,264.5800
2021-03-12 10:55:00,264.4800
2021-03-12 10:50:00,265.4200
2021-03-12 10:45:00,265.3800
2021-03-12 10:40:00,264.9100
2021-03-12 10:35:00,265.0200
2021-03-12 10:30:00,264.7700
2021-03-12 10:25:00,265.0700
2021-03-12 10:20:00,265.3600
2021-03-12 10:15:00,266.3000
2021-03-12 10:10:00,266.9700
2021-03-12 10:05:00,267.0300
2021-03-12 10:00:00,267.8800
2021-03-12 09:55:00,267.6400
2021-03-12 09:50:00,267.2650
2021-03-12 09:45:00,267.6200
2021-03-12 09:40:00,266.5850
2021-03-12 09:35:00,267.9950
2021-03-12 09:30:00,268.5100
2021-03-12 09:25:00,269.8000
2021-03-12 09:20:00,269.1100
2021-03-12 09:15:00,269.5000
2021-03-12 09:10:00,269.5500
2021-03-12 09:05:00,269.8000
2021-03-12 09:00:00,270.1000
2021-03-12 08:55:00,270.0500
2021-03-12 08:50:00,270.5800
2021-03-12 08:45:00,270.7000
2021-03-12 08:40:00,271.0200
2021-03-12 08:35:00,270.8000
2021-03-12 08:30:00,271.0000
2021-03-12 08:25:00,270.7300
2021-03-12 08:20:00,270.7500
2021-03-12 08:15:00,270.4000
2021-03-12 08:10:00,270.9100
2021-03-12 08:05:00,271.0500
2021-03-12 08:00:00,271.0700
2021-03-12 07:55:00,271.0700
2021-03-12 07:50:00,271.0600
2021-03-12 07:45:00,270.9700
2021-03-12 07:40:00,270.4000
2021-03-12 07:35:00,271.0000
2021-03-12 07:30:00,270.4000
2021-03-12 07:25:00,270.6700
2021-03-12 07:20:00,270.4000
2021-03-12 07:15:00,270.0000
2021-03-12 07:10:00,270.1400
2021-03-12 07:05:00,270.3800
2021-03-12 06:50:00,269.4300
2021-03-12 06:45:00,270.0000
2021-03-12 06:35:00,269.1800
2021-03-12 06:10:00,269.2000
2021-03-12 06:05:00,269.0800
2021-03-12 05:45:00,269.0000
2021-03-12 05:35:00,268.9000
2021-03-12 05:30:00,268.5000
2021-03-12 05:25:00,268.8800
2021-03-12 05:15:00,268.5200
2021-03-12 05:10:00,268.5000
2021-03-12 05:00:00,268.5000
