timestamp,close
2021-03-12 18:40:00,2050.0000
2021-03-12 17:05:00,2049.7300
2021-03-12 16:55:00,2049.6300
2021-03-12 16:45:00,2050.1000
2021-03-12 16:40:00,2051.0000
2021-03-12 16:20:00,2050.0000
2021-03-12 16:15:00,2048.4400
2021-03-12 16:10:00,2050.0000
2021-03-12 16:05:00,2050.0000
2021-03-12 16:00:00,2049.9700
2021-03-12 15:55:00,2047.0200
2021-03-12 15:50:00,2053.4100
2021-03-12 15:45:00,2052.4900
2021-03-12 15:40:00,2053.9500
2021-03-12 15:35:00,2048.6500
2021-03-12 15:30:00,2047.7900
2021-03-12 15:25:00,2048.6300
2021-03-12 15:20:00,2046.1650
2021-03-12 15:15:00,2045.2100
2021-03-12 15:10:00,2043.3650
2021-03-12 15:05:00,2043.7700
2021-03-12 15:00:00,2046.0800
2021-03-12 14:55:00,2048.0000
2021-03-12 14:50:00,2045.2200
2021-03-12 14:45:00,2045.2600
2021-03-12 14:40:00,2040.5750
2021-03-12 14:35:00,2039.7650
2021-03-12 14:30:00,2042.6950
2021-03-12 14:25:00,2040.6250
2021-03-12 14:20:00,2041.9350
2021-03-12 14:15:00,2042.7110
2021-03-12 14:10:00,2043.4700
2021-03-12 14:05:00,2039.9600
2021-03-12 14:00:00,2041.8600
2021-03-12 13:55:00,2043.3200
2021-03-12 13:50:00,2043.8000
2021-03-12 13:45:00,2047.6539
2021-03-12 13:40:00,2048.8113
2021-03-12 13:35:00,2050.4000
2021-03-12 13:30:00,2052.0850
2021-03-12 13:25:00,2048.0500
2021-03-12 13:20:00,2047.6400
2021-03-12 13:15:00,2050.4700
2021-03-12 13:10:00,2050.9700
2021-03-12 13:05:00,2049.9200
2021-03-12 13:00:00,2050.1700
2021-03-12 12:55:00,2050.1150
2021-03-12 12:50:00,2051.2813
2021-03-12 12:45:00,2053.0300
2021-03-12 12:40:00,2057.0200
2021-03-12 12:35:00,2059.6900
2021-03-12 12:30:00,2055.9600
2021-03-12 12:25:00,2052.9600
2021-03-12 12:20:00,2053.0000
2021-03-12 12:15:00,2052.2350
2021-03-12 12:10:00,2051.3350
2021-03-12 12:05:00,2048.1800
2021-03-12 12:00:00,2048.9500
2021-03-12 11:55:00,2049.3300
2021-03-12 11:50:00,2049.7000
2021-03-12 11:45:00,2048.0950
2021-03-12 11:40:00,2046.7900
2021-03-12 11:35:00,2046.0400
2021-03-12 11:30:00,2045.0000
2021-03-12 11:25:00,2046.4600
2021-03-12 11:20:00,2041.7300
2021-03-12 11:15:00,2039.2500
2021-03-12 11:10:00,2040.0000
2021-03-12 11:05:00,2033.6500
2021-03-12 11:00:00,2034.9700
2021-03-12 10:55:00,2037.1800
