timestamp,close
2021-03-12 20:00:00,692.9900
2021-03-12 19:55:00,692.8001
2021-03-12 19:50:00,693.3000
2021-03-12 19:45:00,693.0000
2021-03-12 19:40:00,693.2500
2021-03-12 19:35:00,693.5500
2021-03-12 19:30:00,693.6500
2021-03-12 19:25:00,693.4600
2021-03-12 19:20:00,693.5000
2021-03-12 19:10:00,692.8000
2021-03-12 19:05:00,693.2500
2021-03-12 19:00:00,693.0300
2021-03-12 18:55:00,693.4600
2021-03-12 18:50:00,693.4000
2021-03-12 18:45:00,693.0000
2021-03-12 18:40:00,693.0200
2021-03-12 18:35:00,693.0600
2021-03-12 18:30:00,693.4700
2021-03-12 18:25:00,693.2000
2021-03-12 18:20:00,693.0200
2021-03-12 18:15:00,693.1200
2021-03-12 18:10:00,693.0100
2021-03-12 18:05:00,693.0700
2021-03-12 18:00:00,693.5900
2021-03-12 17:55:00,693.6000
2021-03-12 17:50:00,694.0200
2021-03-12 17:45:00,694.2000
2021-03-12 17:40:00,694.5000
2021-03-12 17:35:00,694.7500
2021-03-12 17:30:00,694.3800
2021-03-12 17:25:00,694.7200
2021-03-12 17:20:00,694.8900
2021-03-12 17:15:00,695.0000
2021-03-12 17:10:00,694.6900
2021-03-12 17:05:00,694.2500
2021-03-12 17:00:00,694.9400
2021-03-12 16:55:00,694.5000
2021-03-12 16:50:00,695.2900
2021-03-12 16:45:00,694.9800
2021-03-12 16:40:00,694.6100
2021-03-12 16:35:00,694.9700
2021-03-12 16:30:00,695.2000
2021-03-12 16:25:00,695.4700
2021-03-12 16:20:00,694.0000
2021-03-12 16:15:00,691.6000
2021-03-12 16:10:00,692.9900
2021-03-12 16:05:00,694.0100
2021-03-12 16:00:00,693.8400
2021-03-12 15:55:00,692.4800
2021-03-12 15:50:00,691.8200
2021-03-12 15:45:00,691.3902
2021-03-12 15:40:00,690.1601
2021-03-12 15:35:00,688.2000
2021-03-12 15:30:00,688.6500
2021-03-12 15:25:00,688.5900
2021-03-12 15:20:00,686.9700
2021-03-12 15:15:00,685.4300
2021-03-12 15:10:00,686.4200
2021-03-12 15:05:00,685.7300
2021-03-12 15:00:00,689.4200
2021-03-12 14:55:00,690.3900
2021-03-12 14:50:00,689.9763
2021-03-12 14:45:00,689.0000
2021-03-12 14:40:00,686.4420
2021-03-12 14:35:00,685.3644
2021-03-12 14:30:00,684.1250
2021-03-12 14:25:00,683.1050
2021-03-12 14:20:00,683.6183
2021-03-12 14:15:00,684.3117
2021-03-12 14:10:00,684.4400
2021-03-12 14:05:00,684.2861
2021-03-12 14:00:00,684.7200
2021-03-12 13:55:00,686.6799
2021-03-12 13:50:00,685.8000
2021-03-12 13:45:00,688.4950
2021-03-12 13:40:00,689.2784
2021-03-12 13:35:00,688.6650
2021-03-12 13:30:00,688.0050
2021-03-12 13:25:00,687.2900
2021-03-12 13:20:00,688.2290
2021-03-12 13:15:00,689.9225
2021-03-12 13:10:00,689.3100
2021-03-12 13:05:00,686.4365
2021-03-12 13:00:00,687.4300
2021-03-12 12:55:00,686.9000
2021-03-12 12:50:00,685.2310
2021-03-12 12:45:00,688.8393
2021-03-12 12:40:00,692.3800
2021-03-12 12:35:00,692.0894
2021-03-12 12:30:00,692.8000
2021-03-12 12:25:00,690.7000
2021-03-12 12:20:00,691.9800
2021-03-12 12:15:00,693.1430
2021-03-12 12:10:00,691.1250
2021-03-12 12:05:00,687.2800
2021-03-12 12:00:00,687.6750
2021-03-12 11:55:00,687.4250
2021-03-12 11:50:00,688.6699
2021-03-12 11:45:00,688.7800
2021-03-12 11:40:00,682.0099
2021-03-12 11:35:00,680.8200
2021-03-12 11:30:00,681.4515
2021-03-12 11:25:00,682.3856
